I#ID	Name
G1441	KRT6A
G1442	KRT5
G1443	KRT71
G1444	KRT74
G1445	KRT72
G1446	KRT73
G1447	KRT2
G1448	KRT1
G1449	KRT77
G1450	KRT76
G1451	KRT3
G1452	KRT4
G1453	KRT79
G1454	KRT78
G1455	KRT8
G1456	KRT18
G1457	CSAD
G1458	RARG
G1459	PFDN5
G1460	AAAS
G1461	SP7
G1462	SP1
G1463	AMHR2
G1464	HOXC13
G1465	HOXC6
G1466	HOXC8
G1467	HOXC4
G1468	HOXC5
G1469	MIR615
G1470	SMUG1
G1471	HNRNPA1
G1472	PDE1B
G1473	OR6C68
G1474	ITGA7
G1475	RDH5
G1476	CD63
G1477	MMP19
G1478	PMEL
G1479	CDK2
G1480	SUOX
G1481	RPS26
G1482	ERBB3
G1483	MYL6
G1484	SMARCC2
G1485	SLC39A5
G1486	STAT2
G1487	MIP
G1488	NACA
G1489	TAC3
G1490	MYO1A
G1491	STAT6
G1492	LRP1
G1493	SHMT2
G1494	STAC3
G1495	GLI1
G1496	ARHGAP9
G1497	MARS1
G1498	DDIT3
G1499	DCTN2
G1500	KIF5A
G1501	ARHGEF25
G1502	B4GALNT1
G1503	OS9
G1504	AGAP2
G1505	CDK4
G1506	CYP27B1
G1507	METTL1
G1508	TSFM
G1509	DPY19L2
G1510	RXYLT1
G1511	SRGAP1
G1512	TBK1
G1513	GNS
G1514	LINC02389
G1515	LEMD3
G1516	MSRB3
G1517	HMGA2
G1518	IRAK3
G1519	GRIP1
G1520	CAND1
G1521	IFNG
G1522	IL22
G1523	NUP107
G1524	MDM2
G1525	LYZ
G1526	YEATS4
G1527	PTPRB
G1528	TSPAN8
G1529	TPH2
G1530	TRHDE
G1531	BBS10
G1532	OTOGL
G1533	PTPRQ
G1534	MYF6
G1535	LIN7A
G1536	METTL25
G1537	ALX1
G1538	NTS
G1539	CEP290
G1540	TMTC3
G1541	KITLG
G1542	DUSP6
G1543	POC1B
G1544	POC1B-GALNT4
G1545	GALNT4
G1546	ATP2B1
G1547	KERA
G1548	DCN
G1549	BTG1
G1550	NUDT4
G1551	CRADD
G1552	PLXNC1
G1553	CEP83
G1554	NDUFA12
G1555	VEZT
G1556	USP44
G1557	NTN4
G1558	HAL
G1559	TMPO
G1560	SLC25A3
G1561	APAF1
G1562	ANKS1B
G1563	SLC17A8
G1564	NR1H4
G1565	MYBPC1
G1566	SYCP3
G1567	GNPTAB
G1568	IGF1
G1569	PAH
G1570	ASCL1
G1571	TXNRD1
G1572	CHST11
G1573	ALDH1L2
G1574	WASHC4
G1575	APPL2
G1576	POLR3B
G1577	RFX4
G1578	SART3
G1579	ISCU
G1580	SSH1
G1581	DAO
G1582	UNG
G1583	ACACB
G1584	UBE3B
G1585	MMAB
G1586	MVK
G1587	TRPV4
G1588	GIT2
G1589	IFT81
G1590	ATP2A2
G1591	TCTN1
G1592	PPP1CC
G1593	MYL2
G1594	CUX2
G1595	PHETA1
G1596	SH2B3
G1597	ATXN2
G1598	ALDH2
G1599	NAA25
G1600	PTPN11
G1601	RPH3A
G1602	OAS1
G1603	OAS2
G1604	RASAL1
G1605	TBX5
G1606	TBX3
G1607	MED13L
G1608	NOS1
G1609	TAOK3
G1610	HSPB8
G1611	CIT
G1612	PXN
G1613	COX6A1
G1614	CABP1
G1615	ACADS
G1616	HNF1A
G1617	P2RX7
G1618	CAMKK2
G1619	KDM2B
G1620	ORAI1
G1621	HPD
G1622	CFAP251
G1623	MLXIP
G1624	DIABLO
G1625	VPS33A
G1626	CLIP1
G1627	ZCCHC8
G1628	KNTC1
G1629	SBNO1
G1630	KMT5A
G1631	EIF2B1
G1632	TCTN2
G1633	ATP6V0A2
G1634	NCOR2
G1635	SCARB1
G1636	UBC
G1637	TMEM132D
G1638	PUS1
G1639	P2RX2
G1640	POLE
G1641	ANKLE2
G1642	GOLGA3
G1643	CHFR
G1644	PSPC1
G1645	ZMYM2
G1646	GJA3
G1647	GJB2
G1648	GJB6
G1649	FGF9
G1650	SGCG
G1651	SACS
G1652	MIPEP
G1653	CENPJ
G1654	NUP58
G1655	ATP8A2
G1656	RNF6
G1657	RPL21
G1658	POLR1D
G1659	PDX1
G1660	FLT3
G1661	FLT1
G1662	POMP
G1663	SLC46A3
G1664	ALOX5AP
G1665	HSPH1
G1666	B3GLCT
G1667	RXFP2
G1668	ZAR1L
G1669	BRCA2
G1670	PDS5B
G1671	KL
G1672	STARD13
G1673	NBEA
G1674	MAB21L1
G1675	SOHLH2
G1676	SPART
G1677	RFXAP
G1678	SMAD9
G1679	EXOSC8
G1680	TRPC4
G1681	FREM2
G1682	COG6
G1683	FOXO1
G1684	SLC25A15
G1685	KBTBD7
G1686	DGKH
G1687	TNFSF11
G1688	EPSTI1
G1689	ENOX1
G1690	LACC1
G1691	TSC22D1
G1692	NUFIP1
G1693	CPB2
G1694	RUBCNL
G1695	LRCH1
G1696	HTR2A
G1697	SUCLA2
G1698	NUDT15
G1699	ITM2B
G1700	RB1
G1701	LPAR6
G1702	CYSLTR2
G1703	MLNR
G1704	RCBTB1
G1705	ARL11
G1706	RNASEH2B
G1707	ATP7B
G1708	ALG11
G1709	THSD1
G1710	SUGT1
G1711	DIAPH3
G1712	PCDH9
G1713	ATXN8OS
G1714	DACH1
G1715	PIBF1
G1716	TBC1D4
G1717	CLN5
G1718	MYCBP2
G1719	EDNRB
G1720	SPRY2
G1721	SLITRK1
G1722	SLITRK6
G1723	MIR17HG
G1724	MIR17
G1725	MIR18A
G1726	MIR19A
G1727	MIR20A
G1728	MIR19B1
G1729	MIR92A1
G1730	GPC5
G1731	GPC6
G1732	TGDS
G1733	ABCC4
G1734	CLDN10
G1735	DNAJC3
G1736	SLC15A1
G1737	ZIC5
G1738	ZIC2
G1739	PCCA
G1740	TMTC4
G1741	NALCN
G1742	FGF14
G1743	TPP2
G1744	CCDC168
G1745	ERCC5
G1746	SLC10A2
G1747	DAOA
G1748	LIG4
G1749	TNFSF13B
G1750	MYO16
G1751	IRS2
G1752	COL4A1
G1753	COL4A2
G1754	CARS2
G1755	ING1
G1756	F7
G1757	F10
G1758	PROZ
G1759	TMCO3
G1760	TFDP1
G1761	GAS6
G1762	UPF3A
G1763	CHAMP1
G1764	OR4N2
G1765	PARP2
G1766	APEX1
G1767	PNP
G1768	ANG
G1769	RNASE4
G1770	SLC39A2
G1771	ARHGEF40
G1772	ZNF219
G1773	HNRNPC
G1774	RPGRIP1
G1775	SUPT16H
G1776	CHD8
G1777	SALL2
G1778	OXA1L
G1779	SLC7A7
G1780	MMP14
G1781	LRP10
G1782	ACIN1
G1783	CEBPE
G1784	PABPN1
G1785	MYH6
G1786	MYH7
G1787	AP1G2
G1788	DHRS4L2
G1789	NRL
G1790	PCK2
G1791	RNF31
G1792	NEDD8-MDP1
G1793	GMPR2
G1794	TINF2
G1795	TGM1
G1796	RIPK3
G1797	KHNYN
G1798	SDR39U1
G1799	GZMB
G1800	FOXG1
G1801	PRKD1
G1802	COCH
G1803	AP4S1
G1804	NUBPL
G1805	NPAS3
G1806	CFL2
G1807	FAM177A1
G1808	PSMA6
G1809	NFKBIA
G1810	RALGAPA1
G1811	NKX2-1
G1812	PAX9
G1813	MIPOL1
G1814	FOXA1
G1815	SEC23A
G1816	GEMIN2
G1817	MIA2
G1818	FBXO33
G1819	LRFN5
G1820	FANCM
G1821	RPL10L
G1822	RPS29
G1823	RPL36AL
G1824	MGAT2
G1825	DNAAF2
G1826	POLE2
G1827	NEMF
G1828	SOS2
G1829	L2HGDH
G1830	ATL1
G1831	NIN
G1832	PYGL
G1833	PTGDR
G1834	PTGER2
G1835	STYX
G1836	DDHD1
G1837	BMP4
G1838	CDKN3
G1839	GCH1
G1840	LGALS3
G1841	OTX2
G1842	CCDC198
G1843	ARID4A
G1844	KIAA0586
G1845	DACT1
G1846	DAAM1
G1847	RTN1
G1848	PPM1A
G1849	SIX6
G1850	SIX1
G1851	SIX4
G1852	TRMT5
G1853	PRKCH
G1854	HIF1A
G1855	KCNH5
G1856	SYNE2
G1857	ESR2
G1858	MTHFD1
G1859	AKAP5
G1860	SPTB
G1861	MAX
G1862	GPHN
G1863	PIGH
G1864	ARG2
G1865	RDH11
G1866	RDH12
G1867	ZFYVE26
G1868	RAD51B
G1869	ACTN1
G1870	SMOC1
G1871	SLC8A3
G1872	TTC9
G1873	PCNX1
G1874	RGS6
G1875	DCAF4
G1876	PSEN1
G1877	NUMB
G1878	DNAL1
G1879	COQ6
G1880	BBOF1
G1881	ALDH6A1
G1882	VSX2
G1883	ABCD4
G1884	NPC2
G1885	ISCA2
G1886	LTBP2
G1887	DLST
G1888	RPS6KL1
G1889	PGF
G1890	EIF2B2
G1891	MLH3
G1892	NEK9
G1893	FOS
G1894	FLVCR2
G1895	TTLL5
G1896	IFT43
G1897	TGFB3
G1898	ESRRB
G1899	POMT2
G1900	VIPAS39
G1901	SPTLC2
G1902	NRXN3
G1903	TSHR
G1904	SEL1L
G1905	GALC
G1906	SPATA7
G1907	PTPN21
G1908	ZC3H14
G1909	TTC8
G1910	TDP1
G1911	PSMC1
G1912	CALM1
G1913	GPR68
G1914	CCDC88C
G1915	FBLN5
G1916	TRIP11
G1917	ATXN3
G1918	SLC24A4
G1919	GOLGA5
G1920	ITPK1
G1921	UBR7
G1922	UNC79
G1923	PRIMA1
G1924	SERPINA10
G1925	SERPINA6
G1926	SERPINA1
G1927	SERPINA5
G1928	SERPINA3
G1929	GSC
G1930	DICER1
G1931	SNHG10
G1932	GLRX5
G1933	ATG2B
G1934	AK7
G1935	PAPOLA
G1936	VRK1
G1937	BCL11B
G1938	HHIPL1
G1939	CYP46A1
G1940	EML1
G1941	YY1
G1942	SLC25A47
G1943	WARS1
G1944	WDR25
G1945	DLK1
G1946	MEG3
G1947	RTL1
G1948	MEG8
G1949	PPP2R5C
G1950	DYNC1H1
G1951	TECPR2
G1952	TRAF3
G1953	AMN
G1954	MARK3
G1955	KLC1
G1956	COA8
G1957	XRCC3
G1958	PPP1R13B
G1959	INF2
G1960	ADSS1
G1961	SIVA1
G1962	AKT1
G1963	ZBTB42
G1964	AHNAK2
G1965	BRF1
G1966	MTA1
G1967	NIPA1
G1968	NIPA2
G1969	CYFIP1
G1970	MKRN3
G1971	MAGEL2
G1972	NDN
G1973	PWRN1
G1974	NPAP1
G1975	SNRPN
G1976	SNURF
G1977	SNHG14
G1978	PWAR1
G1979	UBE3A
G1980	ATP10A
G1981	GABRB3
G1982	GABRA5
G1983	GABRG3
G1984	OCA2
G1985	HERC2
G1986	NSMCE3
G1987	FAN1
G1988	TRPM1
G1989	CHRNA7
G1990	ARHGAP11A
G1991	SCG5
G1992	GREM1
G1993	FMN1
G1994	RYR3
G1995	EMC4
G1996	SLC12A6
G1997	NOP10
G1998	ACTC1
G1999	MEIS2
G2000	TMCO5A
G2001	SPRED1
G2002	RASGRP1
G2003	EIF2AK4
G2004	BUB1B
G2005	PAK6
G2006	PLCB2
G2007	IVD
G2008	CHST14
G2009	KNL1
G2010	RAD51
G2011	SPINT1
G2012	DLL4
G2013	CHAC1
G2014	INO80
G2015	NDUFAF1
G2016	RTF1
G2017	TYRO3
G2018	MAPKBP1
G2019	JMJD7-PLA2G4B
G2020	PLA2G4E
G2021	CAPN3
G2022	CDAN1
G2023	TTBK2
G2024	UBR1
G2025	EPB42
G2026	TGM5
G2027	TUBGCP4
G2028	PPIP5K1
G2029	STRC
G2030	CATSPER2
G2031	SPG11
G2032	B2M
G2033	TRIM69
G2034	DUOX2
G2035	DUOXA2
G2036	DUOXA1
G2037	GATM
G2038	BLOC1S6
G2039	SEMA6D
G2040	SLC24A5
G2041	SLC12A1
G2042	DUT
G2043	FBN1
G2044	CEP152
G2045	FGF7
G2046	HDC
G2047	GABPB1
G2048	USP8
G2049	TRPM7
G2050	AP4E1
G2051	CYP19A1
G2052	GLDN
G2053	DMXL2
G2054	SCG3
G2055	GNB5
G2056	MYO5A
G2057	WDR72
G2058	RAB27A
G2059	DNAAF4
G2060	NEDD4
G2061	TCF12
G2062	CGNL1
G2063	POLR2M
G2064	ALDH1A2
G2065	AQP9
G2066	LIPC
G2067	ADAM10
G2068	MYO1E
G2069	BNIP2
G2070	ICE2
G2071	RORA
G2072	VPS13C
G2073	TLN2
G2074	TPM1
G2075	LACTB
G2076	CA12
G2077	FBXL22
G2078	HERC1
G2079	SNX1
G2080	SNX22
G2081	PPIB
G2082	CSNK1G1
G2083	TRIP4
G2084	SPG21
G2085	MTFMT
G2086	KBTBD13
G2087	CILP
G2088	SLC24A1
G2089	DIS3L
G2090	MAP2K1
G2091	SNAPC5
G2092	SMAD6
G2093	SMAD3
G2094	AAGAB
G2095	MAP2K5
G2096	CLN6
G2097	ITGA11
G2098	NOX5
G2099	KIF23
G2100	UACA
G2101	NR2E3
G2102	PKM
G2103	HEXA
G2104	BBS4
G2105	NEO1
G2106	HCN4
G2107	CD276
G2108	LOXL1
G2109	PML
G2110	STRA6
G2111	CCDC33
G2112	CYP11A1
G2113	SEMA7A
G2114	EDC3
G2115	CYP1A1
G2116	CYP1A2
G2117	LMAN1L
G2118	MPI
G2119	SIN3A
G2120	ETFA
G2121	PSTPIP1
G2122	PEAK1
G2123	CIB2
G2124	CHRNA5
G2125	CHRNA3
G2126	ADAMTS7
G2127	CTSH
G2128	MIR184
G2129	MTHFS
G2130	BCL2A1
G2131	FAH
G2132	TLNRD1
G2133	IL16
G2134	TMC3
G2135	RPS17
G2136	AP3B2
G2137	HOMER2
G2138	ZSCAN2
G2139	WDR73
G2140	ZNF592
G2141	ALPK3
G2142	PDE8A
G2143	AGBL1
G2144	NTRK3
G2145	MRPL46
G2146	ACAN
G2147	RLBP1
G2148	FANCI
G2149	POLG
G2150	KIF7
G2151	PLIN1
G2152	WDR93
G2153	MESP2
G2154	IDH2
G2155	IQGAP1
G2156	CRTC3
G2157	BLM
G2158	FES
G2159	UNC45A
G2160	PRC1
G2161	VPS33B
G2162	SV2B
G2163	CHD2
G2164	NR2F2
G2165	IRAIN
G2166	IGF1R
G2167	SYNM
G2168	MEF2A
G2169	ADAMTS17
G2170	CERS3
G2171	LINS1
G2172	ALDH1A3
G2173	LRRK1
G2174	CHSY1
G2175	SELENOS
G2176	PCSK6
G2177	SNRNP25
G2178	NPRL3
G2179	HBZ
G2180	HBM
G2181	HBZP1
G2182	HBA2
G2183	HBA1
G2184	HBQ1
G2185	AXIN1
G2186	MRPL28
G2187	PIGQ
G2188	RHOT2
G2189	STUB1
G2190	CCDC78
G2191	RPUSD1
G2192	LMF1
G2193	SOX8
G2194	SSTR5
G2195	CACNA1H
G2196	TPSB2
G2197	BAIAP3
G2198	GNPTG
G2199	UNKL
G2200	CLCN7
G2201	TELO2
G2202	IFT140
G2203	IGFALS
G2204	HAGH
G2205	GFER
G2206	ZNF598
G2207	NTHL1
G2208	TSC2
G2209	PKD1
G2210	ECI1
G2211	ABCA3
G2212	TBC1D24
G2213	PRSS22
G2214	THOC6
G2215	IL32
G2216	MEFV
G2217	ZNF174
G2218	ZNF597
G2219	NAA60
G2220	CLUAP1
G2221	NLRC3
G2222	SLX4
G2223	DNASE1
G2224	TRAP1
G2225	CREBBP
G2226	ADCY9
G2227	GLIS2
G2228	PAM16
G2229	CORO7
G2230	DNAJA3
G2231	SEPTIN12
G2232	ROGDI
G2233	UBN1
G2234	NAGPA
G2235	ALG1
G2236	C16orf89
G2237	RBFOX1
G2238	TMEM114
G2239	ABAT
G2240	TMEM186
G2241	PMM2
G2242	USP7
G2243	GRIN2A
G2244	EMP2
G2245	CIITA
G2246	CLEC16A
G2247	LITAF
G2248	ERCC4
G2249	PARN
G2250	NPIPA5
G2251	MARF1
G2252	NDE1
G2253	MYH11
G2254	ABCC1
G2255	ABCC6
G2256	XYLT1
G2257	ARL6IP1
G2258	COQ7
G2259	UMOD
G2260	ACSM2A
G2261	DNAH3
G2262	CRYM
G2263	VWA3A
G2264	UQCRC2
G2265	OTOA
G2266	SCNN1G
G2267	SCNN1B
G2268	COG7
G2269	EARS2
G2270	PALB2
G2271	PRKCB
G2272	IL4R
G2273	IL21R
G2274	SULT1A1
G2275	SULT1A2
G2276	CLN3
G2277	TUFM
G2278	SH2B1
G2279	ATP2A1
G2280	CD19
G2281	KIF22
G2282	PRRT2
G2283	SEZ6L2
G2284	TAOK2
G2285	ALDOA
G2286	TBX6
G2287	MAPK3
G2288	CORO1A
G2289	ZNF48
G2290	SRCAP
G2291	PHKG2
G2292	CTF1
G2293	SETD1A
G2294	HSD3B7
G2295	STX1B
G2296	VKORC1
G2297	BCKDK
G2298	FUS
G2299	PYCARD
G2300	ITGAM
G2301	ITGAX
G2302	ITGAD
G2303	ARMC5
G2304	SLC5A2
G2305	RUSF1
G2306	AHSP
G2307	VPS35
G2308	ORC6
G2309	GPT2
G2310	NETO2
G2311	PHKB
G2312	ABCC11
G2313	LONP2
G2314	SIAH1
G2315	ZNF423
G2316	BRD7
G2317	NOD2
G2318	CYLD
G2319	SALL1
G2320	TOX3
G2321	RPGRIP1L
G2322	FTO
G2323	IRX5
G2324	MMP2
G2325	SLC6A2
G2326	CES1
G2327	GNAO1
G2328	AMFR
G2329	BBS2
G2330	MT1M
G2331	NUP93
G2332	SLC12A3
G2333	CETP
G2334	NLRC5
G2335	RSPRY1
G2336	ARL2BP
G2337	COQ9
G2338	ADGRG1
G2339	KATNB1
G2340	CNGB1
G2341	USB1
G2342	NDRG4
G2343	CDH11
G2344	BEAN1
G2345	TK2
G2346	PDP2
G2347	CBFB
G2348	HSF4
G2349	NOL3
G2350	FHOD1
G2351	PLEKHG4
G2352	KCTD19
G2353	HSD11B2
G2354	ATP6V0D1
G2355	AGRP
G2356	CTCF
G2357	CARMIL2
G2358	ACD
G2359	TSNAXIP1
G2360	CTRL
G2361	LCAT
G2362	SLC12A4
G2363	NFATC3
G2364	PRMT7
G2365	CDH3
G2366	CDH1
G2367	HAS3
G2368	UTP4
G2369	COG8
G2370	PDF
G2371	NFAT5
G2372	NQO1
G2373	PDPR
G2374	AARS1
G2375	ST3GAL2
G2376	COG4
G2377	SF3B3
G2378	MTSS2
G2379	VAC14
G2380	HYDIN
G2381	CHST4
G2382	TAT
G2383	PKD1L3
G2384	DHODH
G2385	HP
G2386	HPR
G2387	DHX38
G2388	ZFHX3
G2389	FA2H
G2390	CTRB1
G2391	CHST6
G2392	CHST5
G2393	TMEM231
G2394	ADAT1
G2395	KARS1
G2396	TERF2IP
G2397	ADAMTS18
G2398	NUDT7
G2399	WWOX
G2400	MAF
G2401	GCSH
G2402	PKD1L2
G2403	BCO1
G2404	GAN
G2405	CMIP
G2406	PLCG2
G2407	CDH13
G2408	MLYCD
G2409	OSGIN1
G2410	SLC38A8
G2411	MBTPS1
G2412	DNAAF1
G2413	GSE1
G2414	COX4I1
G2415	IRF8
G2416	FOXF1
G2417	FOXC2
G2418	FOXL1
G2419	FBXO31
G2420	MAP1LC3B
G2421	JPH3
G2422	CA5A
G2423	BANP
G2424	ZNF469
G2425	CYBA
G2426	MVD
G2427	PIEZO1
G2428	CDT1
G2429	APRT
G2430	GALNS
G2431	CBFA2T3
G2432	ACSF3
G2433	CDH15
G2434	ZNF778
G2435	ANKRD11
G2436	SPG7
G2437	CHMP1A
G2438	FANCA
G2439	MC1R
G2440	TUBB3
G2441	GAS8
G2442	GAS8-AS1
G2443	DOC2B
G2444	RPH3AL
G2445	VPS53
G2446	GEMIN4
G2447	ABR
G2448	BHLHA9
G2449	YWHAE
G2450	CRK
G2451	MYO1C
G2452	INPP5K
G2453	PITPNA
G2454	RILP
G2455	PRPF8
G2456	WDR81
G2457	SERPINF2
G2458	SERPINF1
G2459	DPH1
G2460	HIC1
G2461	SMG6
G2462	SGSM2
G2463	PAFAH1B1
G2464	RAP1GAP2
G2465	ASPA
G2466	TRPV3
G2467	TRPV1
G2468	SHPK
G2469	CTNS
G2470	TAX1BP3
G2471	P2RX1
G2472	ATP2A3
G2473	MYBBP1A
G2474	ZMYND15
G2475	PLD2
G2476	MINK1
G2477	CHRNE
G2478	GP1BA
G2479	PFN1
G2480	ENO3
G2481	KIF1C
G2482	SLC52A1
G2483	NLRP1
G2484	AIPL1
G2485	PITPNM3
G2486	KIAA0753
G2487	SLC13A5
G2488	CLEC10A
G2489	ASGR2
G2490	DLG4
G2491	ACADVL
G2492	DVL2
G2493	SLC2A4
G2494	TMEM256
G2495	CHRNB1
G2496	POLR2A
G2497	TNFSF12
G2498	TNFSF13
G2499	MPDU1
G2500	FXR2
G2501	SHBG
G2502	TP53
G2503	WRAP53
G2504	KDM6B
G2505	CNTROB
G2506	GUCY2D
G2507	ALOX15B
G2508	ALOX12B
G2509	ALOXE3
G2510	HES7
G2511	TMEM107
G2512	SNORD118
G2513	CTC1
G2514	RANGRF
G2515	ARHGEF15
G2516	RPL26
G2517	NDEL1
G2518	MYH10
G2519	PIK3R6
G2520	PIK3R5
G2521	STX8
G2522	GAS7
G2523	MYH8
G2524	MYH4
G2525	MYH2
G2526	MYH3
G2527	SCO1
G2528	DNAH9
G2529	MAP2K4
G2530	MYOCD
G2531	ELAC2
G2532	COX10
G2533	PMP22
G2534	TTC19
G2535	NCOR1
G2536	PIGL
G2537	UBB
G2538	ZNF287
G2539	TNFRSF13B
G2540	FLCN
G2541	RASD1
G2542	RAI1
G2543	SREBF1
G2544	TOM1L2
G2545	ATPAF2
G2546	MYO15A
G2547	FLII
G2548	SHMT1
G2549	B9D1
G2550	MFAP4
G2551	ALDH3A2
G2552	SLC47A2
G2553	ALDH3A1
G2554	ULK2
G2555	AKAP10
G2556	SPECC1
G2557	MAP2K3
G2558	KCNJ12
G2559	KCNJ18
G2560	NOS2
G2561	TMEM199
G2562	SLC46A1
G2563	SLC13A2
G2564	FOXN1
G2565	UNC119
G2566	NEK8
G2567	SEZ6
G2568	MYO18A
G2569	CRYBA1
G2570	CORO6
G2571	SLC6A4
G2572	BLMH
G2573	CRLF3
G2574	ADAP2
G2575	RNF135
G2576	NF1
G2577	RAB11FIP4
G2578	SUZ12
G2579	TMEM98
G2580	ASIC2
G2581	CCL2
G2582	CCL11
G2583	TMEM132E
G2584	LIG3
G2585	RAD51D
G2586	FNDC8
G2587	UNC45B
G2588	SLFN14
G2589	PEX12
G2590	TAF15
G2591	GAS2L2
G2592	CCL5
G2593	CCL23
G2594	CCL3
G2595	CCL4
G2596	CCL3L3
G2597	CCL3L1
G2598	PIGW
G2599	ACACA
G2600	HNF1B
G2601	GPR179
G2602	CACNB1
G2603	RPL19
G2604	STAC2
G2605	MED1
G2606	CDK12
G2607	PPP1R1B
G2608	TCAP
G2609	PNMT
G2610	PGAP3
G2611	ERBB2
G2612	GRB7
G2613	IKZF3
G2614	GSDMB
G2615	THRA
G2616	NR1D1
G2617	RAPGEFL1
G2618	CDC6
G2619	RARA
G2620	TOP2A
G2621	SMARCE1
G2622	KRT24
G2623	KRT25
G2624	KRT26
G2625	KRT27
G2626	KRT28
G2627	KRT10
G2628	KRT12
G2629	KRT20
G2630	KRT23
G2631	KRT39
G2632	KRT40
G2633	KRTAP1-1
G2634	KRT33A
G2635	KRT33B
G2636	KRT34
G2637	KRT31
G2638	KRT37
G2639	KRT38
G2640	KRT32
G2641	KRT35
G2642	KRT36
G2643	KRT13
G2644	KRT15
G2645	KRT19
G2646	KRT9
G2647	KRT14
G2648	KRT16
G2649	KRT17
G2650	JUP
G2651	FKBP10
G2652	KLHL10
G2653	ACLY
G2654	HCRT
G2655	STAT5B
G2656	STAT3
G2657	CAVIN1
G2658	ATP6V0A1
G2659	NAGLU
G2660	COASY
G2661	MLX
G2662	PSMC3IP
G2663	TUBG1
G2664	CNTNAP1
G2665	WNK4
G2666	COA3
G2667	RUNDC1
G2668	RPL27
G2669	BRCA1
G2670	MEOX1
G2671	SOST
G2672	PYY
G2673	NAGS
G2674	G6PC3
G2675	UBTF
G2676	SLC4A1
G2677	GRN
G2678	ITGA2B
G2679	GPATCH8
G2680	EFTUD2
G2681	CCDC103
G2682	GFAP
G2683	MAP3K14
G2684	PLEKHM1
G2685	CRHR1
G2686	MAPT
G2687	KANSL1
G2688	WNT3
G2689	WNT9B
G2690	GOSR2
G2691	MYL4
G2692	ITGB3
G2693	TBX21
G2694	PNPO
G2695	HOXB1
G2696	HOXB6
G2697	HOXB13
G2698	IGF2BP1
G2699	GNGT2
G2700	SPOP
G2701	KAT7
G2702	TAC4
G2703	DLX4
G2704	DLX3
G2705	ITGA3
G2706	PPP1R9B
G2707	SGCA
G2708	COL1A1
G2709	TMEM92
G2710	XYLT2
G2711	EME1
G2712	CACNA1G
G2713	SPAG9
G2714	NME1
G2715	HLF
G2716	NOG
G2717	C17orf67
G2718	DGKE
G2719	AKAP1
G2720	EPX
G2721	MKS1
G2722	MPO
G2723	RNF43
G2724	SEPTIN4
G2725	TEX14
G2726	RAD51C
G2727	TRIM37
G2728	CLTC
G2729	PTRH2
G2730	VMP1
G2731	RPS6KB1
G2732	CA4
G2733	PPM1D
G2734	TBX4
G2735	BRIP1
G2736	MED13
G2737	MRC2
G2738	ACE
G2739	DCAF7
G2740	TACO1
G2741	STRADA
G2742	SMARCD2
G2743	CSH1
G2744	GH1
G2745	CD79B
G2746	SCN4A
G2747	PECAM1
G2748	POLG2
G2749	LRRC37A3
G2750	RGS9
G2751	AXIN2
G2752	APOH
G2753	PRKCA
G2754	BPTF
G2755	AMZ2
G2756	ARSG
G2757	PRKAR1A
G2758	FAM20A
G2759	ABCA5
G2760	MAP2K6
G2761	KCNJ2
G2762	SOX9
G2763	SSTR2
G2764	COG1
G2765	C17orf80
G2766	DNAI2
G2767	USH1G
G2768	OTOP2
G2769	SLC25A19
G2770	GRB2
G2771	TMEM94
G2772	CASKIN2
G2773	TSEN54
G2774	RECQL5
G2775	ITGB4
G2776	GALK1
G2777	UNC13D
G2778	ACOX1
G2779	EVPL
G2780	EXOC7
G2781	FOXJ1
G2782	AANAT
G2783	RHBDF2
G2784	PRCD
